id;starttime;endtime;description;type;subtype;street;polyline;direction
20251119T094151_1886_1080;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8875733577514708 2.3255065870651292 48.8886448123025374 2.3236196733783707;ONE_DIRECTION
20251119T094151_4010_3325;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8916263529297055 2.3184479865381840 48.8923523008100034 2.3171888086725216;ONE_DIRECTION
20251119T094302_1901_117;2025-11-19T09:43:02+02:00;2030-11-19T10:07:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8955469463484036 2.3282217615104108 48.8940431642816122 2.3277028547496852;ONE_DIRECTION
20251119T094336_30_3686;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8596349548353999 2.3448214172967252 48.8599242487681593 2.3439087680977191;ONE_DIRECTION
20260421T213641_831_2910;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Italie_bretelle_4;48.8172768465863243 2.3546434466576880 48.8165887961476344 2.3553661754346344 48.8162744588206152 2.3560866808741681 48.8160765416231683 2.3572134586487739 48.8159200003922606 2.3601941865102374;ONE_DIRECTION
20260421T213641_5232_638;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Orleans;48.8207662368767501 2.3219033784041625 48.8192138268684559 2.3291241020904829;ONE_DIRECTION
20260421T213641_5277_2897;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Ivry;48.8186710509442960 2.3707413677255000 48.8204617149115734 2.3761256612296457;ONE_DIRECTION
20260421T213641_5319_1432;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Pont_Amont;48.8257374347385067 2.3869001458321915 48.8267828999645417 2.3899000753767621;ONE_DIRECTION
20260421T213641_7023_1637;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bd_Macdonald;48.8988339645748837 2.3836812358167130 48.8989895684190117 2.3828700424959530;ONE_DIRECTION
20251119T094336_24_3631;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rue de Rivoli;48.8572903442405249 2.3523857637496040 48.8575349514073665 2.3514130212603082;ONE_DIRECTION
20260421T213641_789_397;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Gentilly;48.8160844073417266 2.3440657219587986 48.8161962998833587 2.3445183776635701 48.8163031266166527 2.3464715081625283;ONE_DIRECTION
20260421T213641_1023_746;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Ivry;48.8194498927909564 2.3735498584663910 48.8198538112404137 2.3747179867080255;ONE_DIRECTION
20260421T213641_5236_179;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Cite_Universitaire;48.8166915686543774 2.3367529210808988 48.8165562346589823 2.3390797506407122 48.8164816798007664 2.3418359646445879;ONE_DIRECTION
20260421T213641_5275_1110;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Choisy;48.8172470727600327 2.3664634311841790 48.8186710509442960 2.3707413677255000;ONE_DIRECTION
20251119T094151_4047_1655;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8874488274530350 2.3255033452243690 48.8866005595843021 2.3258829056671320;ONE_DIRECTION
20251119T094151_1884_935;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8890906527985649 2.3226648915197075 48.8885805751596862 2.3235467686348512;ONE_DIRECTION
20251119T094336_279_1892;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8660550420156312 2.3250170913911492 48.8664143349377085 2.3238786009845360 48.8664313043376310 2.3234709497407819;ONE_DIRECTION
20260421T213641_826_956;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Italie_bretelle_9;48.8159074518661171 2.3606780209814913 48.8159307712061263 2.3623720473849281;ONE_DIRECTION
20260421T213641_920_2607;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Charenton;48.8303202343006362 2.4024737927921196 48.8304574065994927 2.4032376909072890 48.8303978507419956 2.4035658822215997 48.8301993151780778 2.4038400419553572 48.8299754990093078 2.4039538273775354 48.8296776376504340 2.4039448776221692 48.8294115192309803 2.4037563658543020 48.8292752583405445 2.4034304217908242;ONE_DIRECTION
20260421T213641_5180_3260;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Vanves;48.8248197706931180 2.3038519906522321 48.8247646980676606 2.3041017189976394 48.8240843804107101 2.3071859312326461;ONE_DIRECTION
20260421T213641_5233_1109;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Arts_et_Metiers;48.8192138268684559 2.3291241020904829 48.8185024148303839 2.3324940835607015 48.8180904910585696 2.3333974252886067 48.8170749317334867 2.3349735022307399 48.8169645598235675 2.3352938526788845 48.8168699632890437 2.3355982027796909 48.8167923055338875 2.3359308268446846 48.8167571032722805 2.3362628141735322 48.8166915686543774 2.3367529210808988;ONE_DIRECTION
20260317T163158_5724_2532;2026-03-17T16:31:58+02:00;2030-03-17T18:00:00+02:00;Sauf bus, vélos, livraisons, taxis et véhicules de propreté.;ROAD_CLOSED;ROAD_CLOSED_EVENT;Alesia;48.8327097338046272 2.3114847536848826 48.8322105401125981 2.3128022060016842;ONE_DIRECTION
20260421T213641_6092_3273;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_A6B;48.8155530897712140 2.3563605242975236 48.8159465057009072 2.3566677404234104 48.8160693834266581 2.3569008612569817 48.8161739300319297 2.3573361886938744 48.8161628315823677 2.3577345373097018 48.8160828969490268 2.3591245080660186 48.8160850496153458 2.3604083176226829;ONE_DIRECTION
20251119T094151_1882_1124;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8905444927576838 2.3201585818125676 48.8890906527985649 2.3226648915197075;ONE_DIRECTION
20251119T094302_1887_960;2025-11-19T09:43:02+02:00;2030-11-19T10:07:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8885394274649130 2.3258296015646969 48.8875733577514708 2.3255065870651292;ONE_DIRECTION
20251119T094302_1895_2781;2025-11-19T09:43:02+02:00;2030-11-19T10:07:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8929508172668648 2.3273326029725894 48.8915250304669868 2.3268368930127146;ONE_DIRECTION
20260421T213641_758_2070;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Chatillon;48.8223619463611556 2.3144767988409232 48.8221557050738397 2.3153897865720294;ONE_DIRECTION
20260414T130058_1752_2004;2026-04-14T13:00:58+02:00;2026-04-29T09:00:00+02:00;;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bd_Macdonald;48.8987544487788455 2.3836203729653356 48.8980528940855947 2.3869915685845124;ONE_DIRECTION
20260421T213641_1540_46;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Montreuil;48.8523181491549323 2.4149563370337277 48.8536734376518993 2.4145586100784908;ONE_DIRECTION
20260421T213641_5322_3262;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Bercy;48.8267828999645417 2.3899000753767621 48.8273613202013337 2.3917253864647718 48.8276614329309382 2.3937856664783181;ONE_DIRECTION
20260421T213641_6088_3370;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_A6A_bretelle_8;48.8153000957952585 2.3367824808364861 48.8162481478654655 2.3371978486170617 48.8165029925392133 2.3374582022794543 48.8167048488371691 2.3378199568949225 48.8167241076344780 2.3380966256338662 48.8164816798007664 2.3418359646445879;ONE_DIRECTION
20260421T213641_7037_1000;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;St_Fargeau;48.8717604648978821 2.4043361596402755 48.8715918880132847 2.4018964910790532 48.8708259926864272 2.3992232305939059;ONE_DIRECTION
20251119T094151_1920_1854;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8886448123025374 2.3236196733783707 48.8891347362227293 2.3227568237446317;ONE_DIRECTION
20251119T094336_25_1062;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8575349514073665 2.3514130212603082 48.8580826343978813 2.3495301566806641;ONE_DIRECTION
20251119T094336_280_2134;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8653312350356686 2.3272589906352534 48.8660550420156312 2.3250170913911492;ONE_DIRECTION
20260421T213641_765_1725;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Orleans;48.8204213037909014 2.3231190137385429 48.8201857388984877 2.3239491498848928;ONE_DIRECTION
20260421T213641_5324_2898;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Charenton;48.8276614329309382 2.3937856664783181 48.8277453020270258 2.3946135860025040 48.8278623902979660 2.3954454954824911 48.8283682755722452 2.3976893219205651 48.8289552864262433 2.4000048629937405 48.8293005329214722 2.4008850733968465 48.8303202343006362 2.4024737927921196;ONE_DIRECTION
20260421T213641_5325_1689;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Reuilly;48.8303202343006362 2.4024737927921196 48.8314302285440505 2.4041727845313914 48.8325606693640850 2.4061566211227965 48.8333989838263776 2.4079322514570740;ONE_DIRECTION
20251119T094220_1413_281;2025-11-19T09:42:20+02:00;2030-11-19T10:04:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8697469152808850 2.4025674826905021 48.8683707172224899 2.4013944321609242;ONE_DIRECTION
20251119T094302_1899_655;2025-11-19T09:43:02+02:00;2030-11-19T10:07:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8940431642816122 2.3277028547496852 48.8930204235421755 2.3273499661421608;ONE_DIRECTION
20251119T094336_176_122;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8591196110789880 2.3464186665443791 48.8593667042748976 2.3456528431755985;ONE_DIRECTION
20251119T094336_376_567;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8532860712490944 2.3684612475713220 48.8533832221277962 2.3676529252188785;ONE_DIRECTION
20251119T094336_4189_1478;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8631970496358079 2.3337122499579190 48.8637319223259254 2.3320446920555993;ONE_DIRECTION
20240329T161009_1454_1069;2024-03-29T16:10:09+02:00;2050-03-29T09:00:00+02:00;Belgrand;ROAD_CLOSED;ROAD_CLOSED_EVENT;Belgrand;48.8646466309063783 2.4041489084446028 48.8645043011397675 2.4080744444103361 48.8644721789945180 2.4085078347665672;ONE_DIRECTION
20260421T213641_788_648;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Gentilly_bretelle_15;48.8164816798007664 2.3418359646445879 48.8163562956089692 2.3426368622852323 48.8162423007185780 2.3430283275044514 48.8161209030947276 2.3435476416502721;ONE_DIRECTION
20250514T190833_504_1745;2025-05-14T19:08:33+02:00;2026-04-24T18:00:00+02:00;Travaux:Maitre d'ouvrage CPCU/Objet:Entretien du réseau/circulation restreinte/fermeture couloirs de bus(sauf vélo);CONSTRUCTION;;Bd_de_l'Hopital;48.8431565830151513 2.3642535712510120 48.8440257654659717 2.3649842368904674;ONE_DIRECTION
20260317T163158_4955_2805;2026-03-17T16:31:58+02:00;2030-03-17T18:00:00+02:00;Sauf bus, vélos, livraisons, taxis et véhicules de propreté.;ROAD_CLOSED;ROAD_CLOSED_EVENT;Alesia;48.8264820410370532 2.3417717911471758 48.8265019590903080 2.3416372457077643;ONE_DIRECTION
20260421T213641_5461_1513;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_A4_bretelle_5;48.8267828999645417 2.3899000753767621 48.8268067663280121 2.3903051029711464 48.8267638269348225 2.3906856029951165 48.8266633706131046 2.3909864485841634 48.8264440421356838 2.3911774760091347 48.8261124681927612 2.3913589832562683 48.8255497238366729 2.3923373666997700;ONE_DIRECTION
20251119T094336_373_1359;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8546092004605015 2.3629157723686092 48.8551065589373579 2.3616887455298552;ONE_DIRECTION
20260421T213641_1212_2634;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Brancion_2;48.8251195929423929 2.3020443964947646 48.8249711163543765 2.3027370292995850 48.8248197706931180 2.3038519906522321;ONE_DIRECTION
20260421T213641_5266_1836;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Poterne;48.8163031266166527 2.3464715081625283 48.8164083240315065 2.3470157322432095 48.8165366891996513 2.3474927728354928 48.8168928313284525 2.3483246826586650 48.8173632779304825 2.3494224511469985 48.8176952382717246 2.3503831851288171 48.8178386688513939 2.3511710929586354 48.8179245745767503 2.3520528344688416 48.8178803510705208 2.3528597763246357 48.8177755569860636 2.3534902413628815 48.8175605598792970 2.3541409857805822 48.8172768465863243 2.3546434466576880;ONE_DIRECTION
20260421T213641_5268_2325;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_A6B_Italie;48.8172768465863243 2.3546434466576880 48.8167108876616851 2.3556582211007528 48.8164391256298842 2.3565024181083429 48.8162978959564597 2.3574908818126254 48.8162105130433801 2.3587006223302627 48.8160850496153458 2.3604083176226829;ONE_DIRECTION
20260421T213641_5279_1111;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Haubans;48.8204617149115734 2.3761256612296457 48.8209073856400622 2.3774547976274731 48.8212677262909764 2.3785450562098474 48.8216268502182515 2.3792243158529689 48.8232095367884966 2.3818494512148498 48.8241374404481405 2.3834034779577831 48.8248116885248038 2.3845847634705266;ONE_DIRECTION
20260421T213641_5330_3570;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Lagny;48.8487037010117007 2.4149721956715764 48.8508355566349124 2.4154427979849720 48.8513947609284287 2.4153539263668575 48.8518135197165151 2.4152092823197133 48.8523181491549323 2.4149563370337277;ONE_DIRECTION
20260317T163158_5732_1925;2026-03-17T16:31:58+02:00;2030-03-17T18:00:00+02:00;Sauf bus, vélos, livraisons, taxis et véhicules de propreté.;ROAD_CLOSED;ROAD_CLOSED_EVENT;Alesia;48.8305215395627172 2.3192230356120498 48.8292770378367464 2.3225952832404086;ONE_DIRECTION
20260421T213641_6093_3368;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Bercy_A4_bretelle_7;48.8270805389954177 2.3925203327652027 48.8276614329309382 2.3937856664783181;ONE_DIRECTION
20251119T094151_1885_656;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8885805751596862 2.3235467686348512 48.8874488274530350 2.3255033452243690;ONE_DIRECTION
20251119T094151_1908_1445;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8849283189359483 2.3266309294573326 48.8836726113451192 2.3272038741403231;ONE_DIRECTION
20251119T094151_4010_841;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8912851191444418 2.3190830265253393 48.8915833803247608 2.3185328214543599;ONE_DIRECTION
20251119T094151_4036_1125;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8932205011002736 2.3156828118419113 48.8943431526534908 2.3137353200540249;ONE_DIRECTION
20251119T094220_1350_109;2025-11-19T09:42:20+02:00;2030-11-19T10:04:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8665126433280861 2.3998165913775256 48.8651375726578152 2.3986075359140870;ONE_DIRECTION
20251119T094302_1903_3088;2025-11-19T09:43:02+02:00;2030-11-19T10:07:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8975411909957671 2.3288634774530479 48.8955469463484036 2.3282217615104108;ONE_DIRECTION
20251119T094336_28_3175;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8587993480476968 2.3474346083817021 48.8591196110789880 2.3464186665443791;ONE_DIRECTION
20251119T094336_370_1743;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8559785960858264 2.3579583705948619 48.8562970658354629 2.3565654101056279;ONE_DIRECTION
20260421T213641_949_2911;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_Doree;48.8342084890872314 2.4106704023798904 48.8346873141595381 2.4112720113543942;ONE_DIRECTION
20260414T130058_1751_3137;2026-04-14T13:00:58+02:00;2026-04-29T09:00:00+02:00;;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bd_Macdonald;48.8969983765104033 2.3925228949021000 48.8971829687058559 2.3918989260683476 48.8973923621586692 2.3909444671697844 48.8975695305676297 2.3889096410592034 48.8981234292610054 2.3870692642867155 48.8988339645748837 2.3836812358167130;ONE_DIRECTION
20260421T213641_5182_2977;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Chatillon;48.8230354164001099 2.3120500159127104 48.8219935919701058 2.3164148964772648;ONE_DIRECTION
20260317T163158_703_553;2026-03-17T16:31:58+02:00;2030-03-17T18:00:00+02:00;Sauf bus, vélos, livraisons, taxis et véhicules de propreté.;ROAD_CLOSED;ROAD_CLOSED_EVENT;Alesia;48.8292770378367464 2.3225952832404086 48.8279518597911988 2.3262442543588322 48.8278745597468955 2.3267874979342844;ONE_DIRECTION
20260317T163158_5726_83;2026-03-17T16:31:58+02:00;2030-03-17T18:00:00+02:00;Sauf bus, vélos, livraisons, taxis et véhicules de propreté.;ROAD_CLOSED;ROAD_CLOSED_EVENT;Alesia;48.8322105401125981 2.3128022060016842 48.8319212898181760 2.3136099618951742 48.8317812014759269 2.3141238768601808;ONE_DIRECTION
20251119T094151_1905_959;2025-11-19T09:41:51+02:00;2030-11-23T03:02:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8866005595843021 2.3258829056671320 48.8857844212798653 2.3262525739455784;ONE_DIRECTION
20251119T094336_32_357;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8604448421113489 2.3423106121012647 48.8609140900497323 2.3408548304014047;ONE_DIRECTION
20251119T094336_281_232;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8643927447054551 2.3300736682310164 48.8653312350356686 2.3272589906352534;ONE_DIRECTION
20251119T094336_375_235;2025-11-19T09:43:36+02:00;2030-11-19T10:05:00+02:00;Interdit sauf BUS, Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8533832221277962 2.3676529252188785 48.8535182436284714 2.3665293761035024 48.8539396055919610 2.3647612444729278;ONE_DIRECTION
20260421T213641_756_2987;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Chatillon;48.8230354164001099 2.3120500159127104 48.8224104318973247 2.3142054144412616;ONE_DIRECTION
20260421T213641_5282_31;2026-04-21T21:36:41+02:00;2026-04-22T06:00:00+02:00;SE_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PE_Quai_Ivry;48.8248116885248038 2.3845847634705266 48.8257374347385067 2.3869001458321915;ONE_DIRECTION
